date,day_of_week,total_trades,rsi_trades,ib_trades,mom_trades,winners,losers,win_rate,net_pnl,cumulative_pnl,max_open_positions,first_trade_time,last_trade_time,data_period
2022-05-30,Monday,7,6,0,1,1,6,14.3,-40.38,64035.48,3,2022-05-30 09:30:00,2022-05-30 12:30:00,2022-2024 (blind test)
2022-05-31,Tuesday,8,2,1,5,1,7,12.5,-174.72,63860.76,3,2022-05-31 09:45:00,2022-05-31 15:00:00,2022-2024 (blind test)
2022-06-01,Wednesday,6,3,0,3,2,4,33.3,753.96,64614.72,3,2022-06-01 09:30:00,2022-06-01 14:30:00,2022-2024 (blind test)
2022-06-02,Thursday,10,5,1,4,0,10,0.0,-1073.40,63541.32,3,2022-06-02 09:30:00,2022-06-02 14:30:00,2022-2024 (blind test)
2022-06-03,Friday,5,3,0,2,2,3,40.0,631.80,64173.12,3,2022-06-03 09:30:00,2022-06-03 11:15:00,2022-2024 (blind test)
2022-06-06,Monday,7,4,1,2,1,6,14.3,-70.38,64102.74,3,2022-06-06 09:45:00,2022-06-06 12:15:00,2022-2024 (blind test)
2022-06-07,Tuesday,5,2,1,2,0,5,0.0,-551.70,63551.04,3,2022-06-07 09:45:00,2022-06-07 14:15:00,2022-2024 (blind test)
2022-06-08,Wednesday,6,3,1,2,2,4,33.3,468.96,64020.00,3,2022-06-08 09:30:00,2022-06-08 12:45:00,2022-2024 (blind test)
2022-06-09,Thursday,9,4,1,4,2,7,22.2,410.94,64430.94,3,2022-06-09 09:45:00,2022-06-09 15:45:00,2022-2024 (blind test)
2022-06-10,Friday,10,6,1,3,3,7,30.0,1052.10,65483.04,3,2022-06-10 09:30:00,2022-06-10 15:45:00,2022-2024 (blind test)
2022-06-13,Monday,8,6,0,2,3,5,37.5,1235.28,66718.32,3,2022-06-13 09:45:00,2022-06-13 15:45:00,2022-2024 (blind test)
2022-06-14,Tuesday,6,2,1,3,3,3,50.0,1413.96,68132.28,3,2022-06-14 09:45:00,2022-06-14 15:45:00,2022-2024 (blind test)
2022-06-15,Wednesday,9,4,0,5,3,6,33.3,670.44,68802.72,3,2022-06-15 09:45:00,2022-06-15 15:15:00,2022-2024 (blind test)
2022-06-16,Thursday,5,5,0,0,0,5,0.0,-521.70,68281.02,3,2022-06-16 09:45:00,2022-06-16 14:30:00,2022-2024 (blind test)
2022-06-17,Friday,8,2,1,5,2,6,25.0,41.28,68322.30,3,2022-06-17 09:45:00,2022-06-17 15:15:00,2022-2024 (blind test)
2022-06-20,Monday,1,1,0,0,0,1,0.0,-104.34,68217.96,3,2022-06-20 12:00:00,2022-06-20 12:00:00,2022-2024 (blind test)
2022-06-21,Tuesday,6,4,1,1,2,4,33.3,396.96,68614.92,3,2022-06-21 09:30:00,2022-06-21 11:00:00,2022-2024 (blind test)
2022-06-22,Wednesday,9,3,1,5,3,6,33.3,1100.94,69715.86,3,2022-06-22 09:30:00,2022-06-22 15:45:00,2022-2024 (blind test)
2022-06-23,Thursday,10,5,1,4,1,9,10.0,-383.40,69332.46,3,2022-06-23 09:45:00,2022-06-23 15:45:00,2022-2024 (blind test)
2022-06-24,Friday,11,8,1,2,2,9,18.2,-30.24,69302.22,3,2022-06-24 09:45:00,2022-06-24 15:45:00,2022-2024 (blind test)
2022-06-27,Monday,3,0,0,3,0,3,0.0,-242.52,69059.70,3,2022-06-27 09:30:00,2022-06-27 10:45:00,2022-2024 (blind test)
2022-06-28,Tuesday,12,8,1,3,4,8,33.3,1627.92,70687.62,3,2022-06-28 09:30:00,2022-06-28 15:15:00,2022-2024 (blind test)
2022-06-29,Wednesday,5,2,1,2,1,4,20.0,24.30,70711.92,3,2022-06-29 09:30:00,2022-06-29 12:30:00,2022-2024 (blind test)
2022-06-30,Thursday,8,3,0,5,2,6,25.0,545.28,71257.20,3,2022-06-30 09:30:00,2022-06-30 15:45:00,2022-2024 (blind test)
2022-07-01,Friday,6,3,1,2,1,5,16.7,-176.04,71081.16,3,2022-07-01 09:45:00,2022-07-01 15:45:00,2022-2024 (blind test)
2022-07-05,Tuesday,10,6,0,4,2,8,20.0,189.60,71270.76,3,2022-07-05 09:45:00,2022-07-05 15:30:00,2022-2024 (blind test)
2022-07-06,Wednesday,9,5,1,3,2,7,22.2,169.44,71440.20,3,2022-07-06 09:30:00,2022-07-06 15:30:00,2022-2024 (blind test)
2022-07-07,Thursday,11,9,1,1,2,9,18.2,-54.24,71385.96,3,2022-07-07 09:45:00,2022-07-07 15:15:00,2022-2024 (blind test)
2022-07-08,Friday,5,2,1,2,3,2,60.0,1339.80,72725.76,3,2022-07-08 10:00:00,2022-07-08 14:45:00,2022-2024 (blind test)
2022-07-11,Monday,4,3,0,1,1,3,25.0,-148.86,72576.90,3,2022-07-11 09:45:00,2022-07-11 15:15:00,2022-2024 (blind test)
2022-07-12,Tuesday,7,2,1,4,0,7,0.0,-760.38,71816.52,3,2022-07-12 09:45:00,2022-07-12 15:30:00,2022-2024 (blind test)
2022-07-13,Wednesday,4,1,0,3,1,3,25.0,272.64,72089.16,3,2022-07-13 09:45:00,2022-07-13 14:15:00,2022-2024 (blind test)
2022-07-14,Thursday,8,5,1,2,1,7,12.5,-174.72,71914.44,3,2022-07-14 09:45:00,2022-07-14 15:15:00,2022-2024 (blind test)
2022-07-15,Friday,6,3,1,2,1,5,16.7,-344.04,71570.40,3,2022-07-15 09:45:00,2022-07-15 11:15:00,2022-2024 (blind test)
2022-07-18,Monday,13,9,0,4,4,9,30.8,683.58,72253.98,3,2022-07-18 09:30:00,2022-07-18 15:45:00,2022-2024 (blind test)
2022-07-19,Tuesday,10,8,0,2,1,9,10.0,-335.40,71918.58,3,2022-07-19 10:00:00,2022-07-19 15:45:00,2022-2024 (blind test)
2022-07-20,Wednesday,8,4,0,4,1,7,12.5,-144.72,71773.86,3,2022-07-20 09:45:00,2022-07-20 13:00:00,2022-2024 (blind test)
2022-07-21,Thursday,5,3,0,2,0,5,0.0,-521.70,71252.16,3,2022-07-21 10:00:00,2022-07-21 14:15:00,2022-2024 (blind test)
2022-07-22,Friday,12,7,1,4,2,10,16.7,-539.58,70712.58,3,2022-07-22 09:30:00,2022-07-22 14:15:00,2022-2024 (blind test)
2022-07-25,Monday,7,4,0,3,1,6,14.3,-40.38,70672.20,3,2022-07-25 09:45:00,2022-07-25 15:30:00,2022-2024 (blind test)
2022-07-26,Tuesday,6,4,0,2,2,4,33.3,240.96,70913.16,3,2022-07-26 09:30:00,2022-07-26 14:30:00,2022-2024 (blind test)
2022-07-27,Wednesday,12,8,1,3,4,8,33.3,811.92,71725.08,3,2022-07-27 09:45:00,2022-07-27 15:45:00,2022-2024 (blind test)
2022-07-28,Thursday,7,4,0,3,1,6,14.3,-40.38,71684.70,3,2022-07-28 10:00:00,2022-07-28 15:30:00,2022-2024 (blind test)
2022-07-29,Friday,11,8,1,2,4,7,36.4,715.26,72399.96,3,2022-07-29 09:45:00,2022-07-29 15:45:00,2022-2024 (blind test)
2022-08-01,Monday,6,3,0,3,2,4,33.3,485.46,72885.42,3,2022-08-01 09:45:00,2022-08-01 13:30:00,2022-2024 (blind test)
2022-08-02,Tuesday,6,3,0,3,2,4,33.3,753.96,73639.38,3,2022-08-02 10:15:00,2022-08-02 13:45:00,2022-2024 (blind test)
2022-08-03,Wednesday,12,10,1,1,1,11,8.3,-592.08,73047.30,3,2022-08-03 09:45:00,2022-08-03 15:45:00,2022-2024 (blind test)
2022-08-04,Thursday,4,1,0,3,1,3,25.0,272.64,73319.94,3,2022-08-04 09:45:00,2022-08-04 11:00:00,2022-2024 (blind test)
2022-08-05,Friday,4,2,0,2,2,2,50.0,1027.14,74347.08,3,2022-08-05 09:45:00,2022-08-05 11:30:00,2022-2024 (blind test)
2022-08-08,Monday,5,2,0,3,1,4,20.0,168.30,74515.38,3,2022-08-08 09:45:00,2022-08-08 12:15:00,2022-2024 (blind test)
2022-08-09,Tuesday,7,4,1,2,3,4,42.9,658.62,75174.00,3,2022-08-09 09:45:00,2022-08-09 12:30:00,2022-2024 (blind test)
2022-08-10,Wednesday,10,8,0,2,1,9,10.0,-744.90,74429.10,3,2022-08-10 09:45:00,2022-08-10 15:45:00,2022-2024 (blind test)
2022-08-11,Thursday,7,5,0,2,1,6,14.3,-40.38,74388.72,3,2022-08-11 09:45:00,2022-08-11 15:15:00,2022-2024 (blind test)
2022-08-12,Friday,10,8,0,2,0,10,0.0,-1043.40,73345.32,3,2022-08-12 09:45:00,2022-08-12 15:30:00,2022-2024 (blind test)
2022-08-15,Monday,10,7,1,2,6,4,60.0,732.60,74077.92,3,2022-08-15 09:30:00,2022-08-15 15:30:00,2022-2024 (blind test)
2022-08-16,Tuesday,7,4,0,3,4,3,57.1,1057.62,75135.54,3,2022-08-16 09:45:00,2022-08-16 14:45:00,2022-2024 (blind test)
2022-08-17,Wednesday,10,6,0,4,3,7,30.0,158.10,75293.64,3,2022-08-17 09:45:00,2022-08-17 15:15:00,2022-2024 (blind test)
2022-08-18,Thursday,3,1,0,2,1,2,33.3,376.98,75670.62,3,2022-08-18 10:00:00,2022-08-18 11:15:00,2022-2024 (blind test)
2022-08-19,Friday,8,5,1,2,2,6,25.0,-50.22,75620.40,3,2022-08-19 09:30:00,2022-08-19 13:45:00,2022-2024 (blind test)
2022-08-22,Monday,13,10,0,3,3,10,23.1,166.08,75786.48,3,2022-08-22 09:30:00,2022-08-22 15:45:00,2022-2024 (blind test)
2022-08-23,Tuesday,4,0,1,3,1,3,25.0,-115.86,75670.62,3,2022-08-23 09:45:00,2022-08-23 10:45:00,2022-2024 (blind test)
2022-08-24,Wednesday,6,3,0,3,1,5,16.7,-101.04,75569.58,3,2022-08-24 09:30:00,2022-08-24 12:15:00,2022-2024 (blind test)
2022-08-25,Thursday,7,4,0,3,1,6,14.3,-556.38,75013.20,3,2022-08-25 09:30:00,2022-08-25 15:45:00,2022-2024 (blind test)
2022-08-26,Friday,13,10,0,3,3,10,23.1,425.58,75438.78,3,2022-08-26 10:30:00,2022-08-26 15:45:00,2022-2024 (blind test)
2022-08-29,Monday,7,4,1,2,1,6,14.3,-70.38,75368.40,3,2022-08-29 09:45:00,2022-08-29 11:15:00,2022-2024 (blind test)
2022-08-30,Tuesday,10,5,1,4,5,5,50.0,2331.60,77700.00,3,2022-08-30 09:30:00,2022-08-30 15:15:00,2022-2024 (blind test)
2022-08-31,Wednesday,5,1,1,3,1,4,20.0,138.30,77838.30,3,2022-08-31 09:30:00,2022-08-31 15:45:00,2022-2024 (blind test)
2022-09-01,Thursday,9,5,0,4,1,8,11.1,-249.06,77589.24,3,2022-09-01 09:45:00,2022-09-01 15:15:00,2022-2024 (blind test)
2022-09-02,Friday,16,11,1,4,6,10,37.5,2440.56,80029.80,3,2022-09-02 09:30:00,2022-09-02 15:45:00,2022-2024 (blind test)
2022-09-06,Tuesday,7,2,0,5,3,4,42.9,1339.62,81369.42,3,2022-09-06 09:45:00,2022-09-06 12:15:00,2022-2024 (blind test)
2022-09-07,Wednesday,9,5,1,3,1,8,11.1,-279.06,81090.36,3,2022-09-07 09:30:00,2022-09-07 15:15:00,2022-2024 (blind test)
2022-09-08,Thursday,7,3,0,4,3,4,42.9,1339.62,82429.98,3,2022-09-08 09:45:00,2022-09-08 13:15:00,2022-2024 (blind test)
2022-09-09,Friday,9,7,1,1,2,7,22.2,173.94,82603.92,3,2022-09-09 09:45:00,2022-09-09 14:30:00,2022-2024 (blind test)
2022-09-12,Monday,7,4,1,2,2,5,28.6,-395.88,82208.04,3,2022-09-12 09:45:00,2022-09-12 11:30:00,2022-2024 (blind test)
2022-09-13,Tuesday,14,10,1,3,3,11,21.4,190.74,82398.78,3,2022-09-13 09:45:00,2022-09-13 15:45:00,2022-2024 (blind test)
2022-09-14,Wednesday,5,1,1,3,0,5,0.0,-551.70,81847.08,3,2022-09-14 09:30:00,2022-09-14 14:00:00,2022-2024 (blind test)
2022-09-15,Thursday,7,2,1,4,1,6,14.3,-70.38,81776.70,3,2022-09-15 09:30:00,2022-09-15 15:15:00,2022-2024 (blind test)
2022-09-16,Friday,6,2,1,3,1,5,16.7,33.96,81810.66,3,2022-09-16 09:45:00,2022-09-16 15:45:00,2022-2024 (blind test)
2022-09-19,Monday,9,3,1,5,1,8,11.1,-279.06,81531.60,3,2022-09-19 09:45:00,2022-09-19 15:45:00,2022-2024 (blind test)
2022-09-20,Tuesday,5,2,0,3,1,4,20.0,168.30,81699.90,3,2022-09-20 09:45:00,2022-09-20 14:00:00,2022-2024 (blind test)
2022-09-21,Wednesday,6,2,0,4,3,3,50.0,1014.96,82714.86,3,2022-09-21 10:00:00,2022-09-21 15:30:00,2022-2024 (blind test)
2022-09-22,Thursday,8,5,1,2,2,6,25.0,285.78,83000.64,3,2022-09-22 09:30:00,2022-09-22 15:15:00,2022-2024 (blind test)
2022-09-23,Friday,11,7,1,3,1,10,9.1,-451.74,82548.90,3,2022-09-23 09:30:00,2022-09-23 15:45:00,2022-2024 (blind test)
2022-09-26,Monday,6,3,0,3,2,4,33.3,753.96,83302.86,3,2022-09-26 09:45:00,2022-09-26 15:45:00,2022-2024 (blind test)
2022-09-27,Tuesday,7,3,1,3,1,6,14.3,-70.38,83232.48,3,2022-09-27 09:45:00,2022-09-27 12:45:00,2022-2024 (blind test)
2022-09-28,Wednesday,11,7,1,3,1,10,9.1,-337.74,82894.74,3,2022-09-28 09:45:00,2022-09-28 15:30:00,2022-2024 (blind test)
2022-09-29,Thursday,10,8,0,2,3,7,30.0,647.10,83541.84,3,2022-09-29 09:45:00,2022-09-29 15:45:00,2022-2024 (blind test)
2022-09-30,Friday,10,6,1,3,2,8,20.0,306.60,83848.44,3,2022-09-30 09:45:00,2022-09-30 15:45:00,2022-2024 (blind test)
2022-10-03,Monday,7,4,1,2,1,6,14.3,-287.88,83560.56,3,2022-10-03 09:45:00,2022-10-03 15:15:00,2022-2024 (blind test)
2022-10-04,Tuesday,7,4,1,2,3,4,42.9,679.62,84240.18,3,2022-10-04 09:45:00,2022-10-04 13:30:00,2022-2024 (blind test)
2022-10-05,Wednesday,11,8,0,3,1,10,9.1,-457.74,83782.44,3,2022-10-05 09:30:00,2022-10-05 15:30:00,2022-2024 (blind test)
2022-10-06,Thursday,5,0,0,5,0,5,0.0,-521.70,83260.74,3,2022-10-06 09:45:00,2022-10-06 12:00:00,2022-2024 (blind test)
2022-10-07,Friday,14,11,0,3,1,13,7.1,-770.76,82489.98,3,2022-10-07 09:30:00,2022-10-07 15:30:00,2022-2024 (blind test)
2022-10-10,Monday,10,6,1,3,1,9,10.0,-383.40,82106.58,3,2022-10-10 09:45:00,2022-10-10 14:00:00,2022-2024 (blind test)
2022-10-11,Tuesday,8,5,0,3,3,5,37.5,1118.28,83224.86,3,2022-10-11 09:30:00,2022-10-11 15:30:00,2022-2024 (blind test)
2022-10-12,Wednesday,3,0,0,3,0,3,0.0,-313.02,82911.84,3,2022-10-12 09:45:00,2022-10-12 14:15:00,2022-2024 (blind test)
2022-10-13,Thursday,7,4,0,3,2,5,28.6,649.62,83561.46,3,2022-10-13 09:45:00,2022-10-13 15:00:00,2022-2024 (blind test)
2022-10-14,Friday,6,3,0,3,1,5,16.7,63.96,83625.42,3,2022-10-14 10:15:00,2022-10-14 12:00:00,2022-2024 (blind test)
2022-10-17,Monday,8,5,1,2,4,4,50.0,209.28,83834.70,3,2022-10-17 09:30:00,2022-10-17 14:00:00,2022-2024 (blind test)
2022-10-18,Tuesday,4,1,0,3,1,3,25.0,272.64,84107.34,3,2022-10-18 09:45:00,2022-10-18 14:45:00,2022-2024 (blind test)
2022-10-19,Wednesday,5,1,1,3,1,4,20.0,-224.70,83882.64,3,2022-10-19 10:00:00,2022-10-19 13:15:00,2022-2024 (blind test)
2022-10-20,Thursday,11,7,0,4,4,7,36.4,1561.26,85443.90,3,2022-10-20 09:45:00,2022-10-20 14:45:00,2022-2024 (blind test)
2022-10-21,Friday,11,7,0,4,2,9,18.2,-9.24,85434.66,3,2022-10-21 10:00:00,2022-10-21 15:45:00,2022-2024 (blind test)
2022-10-24,Monday,9,6,0,3,1,8,11.1,-172.56,85262.10,3,2022-10-24 10:00:00,2022-10-24 15:15:00,2022-2024 (blind test)
2022-10-25,Tuesday,8,6,0,2,4,4,50.0,1137.78,86399.88,3,2022-10-25 09:45:00,2022-10-25 15:30:00,2022-2024 (blind test)
2022-10-26,Wednesday,9,4,1,4,3,6,33.3,1081.44,87481.32,3,2022-10-26 09:45:00,2022-10-26 15:15:00,2022-2024 (blind test)
2022-10-27,Thursday,7,3,0,4,3,4,42.9,820.62,88301.94,3,2022-10-27 09:30:00,2022-10-27 12:30:00,2022-2024 (blind test)
2022-10-28,Friday,10,7,0,3,1,9,10.0,-681.90,87620.04,3,2022-10-28 09:30:00,2022-10-28 15:30:00,2022-2024 (blind test)
2022-10-31,Monday,6,2,1,3,3,3,50.0,1241.46,88861.50,3,2022-10-31 09:30:00,2022-10-31 15:15:00,2022-2024 (blind test)
2022-11-01,Tuesday,6,1,1,4,2,4,33.3,723.96,89585.46,3,2022-11-01 09:30:00,2022-11-01 11:45:00,2022-2024 (blind test)
2022-11-02,Wednesday,11,7,0,4,4,7,36.4,1415.76,91001.22,3,2022-11-02 09:45:00,2022-11-02 15:30:00,2022-2024 (blind test)
2022-11-03,Thursday,5,4,1,0,2,3,40.0,432.30,91433.52,3,2022-11-03 09:30:00,2022-11-03 12:00:00,2022-2024 (blind test)
2022-11-04,Friday,9,5,0,4,3,6,33.3,1130.94,92564.46,3,2022-11-04 09:30:00,2022-11-04 15:45:00,2022-2024 (blind test)
2022-11-07,Monday,6,5,1,0,1,5,16.7,183.96,92748.42,3,2022-11-07 09:45:00,2022-11-07 15:30:00,2022-2024 (blind test)
2022-11-08,Tuesday,13,8,0,5,4,9,30.8,1457.58,94206.00,3,2022-11-08 09:45:00,2022-11-08 14:30:00,2022-2024 (blind test)
2022-11-09,Wednesday,5,3,0,2,0,5,0.0,-521.70,93684.30,3,2022-11-09 10:00:00,2022-11-09 14:45:00,2022-2024 (blind test)
2022-11-10,Thursday,8,7,0,1,1,7,12.5,-548.22,93136.08,3,2022-11-10 09:30:00,2022-11-10 15:30:00,2022-2024 (blind test)
2022-11-11,Friday,11,8,1,2,2,9,18.2,202.26,93338.34,3,2022-11-11 09:30:00,2022-11-11 14:45:00,2022-2024 (blind test)
2022-11-14,Monday,7,2,0,5,2,5,28.6,325.62,93663.96,3,2022-11-14 09:45:00,2022-11-14 15:45:00,2022-2024 (blind test)
2022-11-15,Tuesday,8,4,1,3,1,7,12.5,-174.72,93489.24,3,2022-11-15 09:30:00,2022-11-15 14:00:00,2022-2024 (blind test)
2022-11-16,Wednesday,4,3,0,1,2,2,50.0,191.64,93680.88,3,2022-11-16 09:45:00,2022-11-16 11:00:00,2022-2024 (blind test)
2022-11-17,Thursday,5,4,0,1,3,2,60.0,1209.30,94890.18,3,2022-11-17 09:45:00,2022-11-17 15:15:00,2022-2024 (blind test)
2022-11-18,Friday,6,1,1,4,0,6,0.0,-656.04,94234.14,3,2022-11-18 09:30:00,2022-11-18 15:30:00,2022-2024 (blind test)
2022-11-21,Monday,5,3,0,2,2,3,40.0,64.80,94298.94,3,2022-11-21 10:15:00,2022-11-21 12:30:00,2022-2024 (blind test)
2022-11-22,Tuesday,10,6,1,3,1,9,10.0,-383.40,93915.54,3,2022-11-22 09:45:00,2022-11-22 15:45:00,2022-2024 (blind test)
2022-11-23,Wednesday,9,4,1,4,3,6,33.3,673.44,94588.98,3,2022-11-23 09:30:00,2022-11-23 15:15:00,2022-2024 (blind test)
2022-11-24,Thursday,3,3,0,0,1,2,33.3,463.98,95052.96,3,2022-11-24 09:45:00,2022-11-24 12:45:00,2022-2024 (blind test)
2022-11-25,Friday,5,4,0,1,1,4,20.0,-329.70,94723.26,3,2022-11-25 09:45:00,2022-11-25 13:00:00,2022-2024 (blind test)
2022-11-28,Monday,13,9,1,3,1,12,7.7,-919.92,93803.34,3,2022-11-28 09:45:00,2022-11-28 15:15:00,2022-2024 (blind test)
2022-11-29,Tuesday,8,4,0,4,3,5,37.5,392.28,94195.62,3,2022-11-29 09:45:00,2022-11-29 13:30:00,2022-2024 (blind test)
2022-11-30,Wednesday,11,6,0,5,3,8,27.3,488.76,94684.38,3,2022-11-30 09:45:00,2022-11-30 15:45:00,2022-2024 (blind test)
2022-12-01,Thursday,4,1,1,2,0,4,0.0,-447.36,94237.02,3,2022-12-01 09:30:00,2022-12-01 11:00:00,2022-2024 (blind test)
2022-12-02,Friday,5,2,0,3,1,4,20.0,168.30,94405.32,3,2022-12-02 09:45:00,2022-12-02 15:15:00,2022-2024 (blind test)
2022-12-05,Monday,6,4,0,2,0,6,0.0,-626.04,93779.28,3,2022-12-05 09:30:00,2022-12-05 14:45:00,2022-2024 (blind test)
2022-12-06,Tuesday,13,10,0,3,2,11,15.4,-315.42,93463.86,3,2022-12-06 09:45:00,2022-12-06 15:30:00,2022-2024 (blind test)
2022-12-07,Wednesday,5,1,1,3,2,3,40.0,327.30,93791.16,3,2022-12-07 10:00:00,2022-12-07 11:15:00,2022-2024 (blind test)
2022-12-08,Thursday,8,3,1,4,1,7,12.5,-693.72,93097.44,3,2022-12-08 09:45:00,2022-12-08 14:15:00,2022-2024 (blind test)
2022-12-09,Friday,6,2,1,3,3,3,50.0,269.46,93366.90,3,2022-12-09 09:30:00,2022-12-09 15:45:00,2022-2024 (blind test)
2022-12-12,Monday,5,4,0,1,2,3,40.0,351.30,93718.20,3,2022-12-12 09:45:00,2022-12-12 15:30:00,2022-2024 (blind test)
2022-12-13,Tuesday,3,2,1,0,3,0,100.0,1876.98,95595.18,3,2022-12-13 09:30:00,2022-12-13 10:15:00,2022-2024 (blind test)
2022-12-14,Wednesday,12,7,1,4,4,8,33.3,846.42,96441.60,3,2022-12-14 09:45:00,2022-12-14 15:15:00,2022-2024 (blind test)
2022-12-15,Thursday,10,9,0,1,2,8,20.0,-33.90,96407.70,3,2022-12-15 09:45:00,2022-12-15 14:30:00,2022-2024 (blind test)
2022-12-16,Friday,5,4,0,1,2,3,40.0,-53.70,96354.00,3,2022-12-16 10:15:00,2022-12-16 13:00:00,2022-2024 (blind test)
2022-12-19,Monday,9,5,1,3,3,6,33.3,292.44,96646.44,3,2022-12-19 09:30:00,2022-12-19 15:45:00,2022-2024 (blind test)
2022-12-20,Tuesday,4,1,1,2,1,3,25.0,242.64,96889.08,3,2022-12-20 09:45:00,2022-12-20 11:15:00,2022-2024 (blind test)
2022-12-21,Wednesday,8,5,1,2,4,4,50.0,947.28,97836.36,3,2022-12-21 09:45:00,2022-12-21 14:15:00,2022-2024 (blind test)
2022-12-22,Thursday,14,9,1,4,3,11,21.4,51.24,97887.60,3,2022-12-22 09:30:00,2022-12-22 15:30:00,2022-2024 (blind test)
2022-12-23,Friday,3,0,0,3,0,3,0.0,-313.02,97574.58,3,2022-12-23 09:30:00,2022-12-23 10:30:00,2022-2024 (blind test)
2022-12-27,Tuesday,6,4,0,2,1,5,16.7,-239.04,97335.54,3,2022-12-27 09:45:00,2022-12-27 14:45:00,2022-2024 (blind test)
2022-12-28,Wednesday,7,4,0,3,3,4,42.9,918.12,98253.66,3,2022-12-28 09:30:00,2022-12-28 15:15:00,2022-2024 (blind test)
2022-12-29,Thursday,7,5,1,1,2,5,28.6,198.12,98451.78,3,2022-12-29 09:45:00,2022-12-29 12:15:00,2022-2024 (blind test)
2022-12-30,Friday,7,4,1,2,2,5,28.6,-26.88,98424.90,3,2022-12-30 09:45:00,2022-12-30 14:15:00,2022-2024 (blind test)
2023-01-03,Tuesday,5,1,0,4,1,4,20.0,168.30,98593.20,3,2023-01-03 09:30:00,2023-01-03 15:00:00,2022-2024 (blind test)
2023-01-04,Wednesday,8,3,1,4,3,5,37.5,917.28,99510.48,3,2023-01-04 09:45:00,2023-01-04 14:30:00,2022-2024 (blind test)
2023-01-05,Thursday,3,0,1,2,0,3,0.0,-343.02,99167.46,3,2023-01-05 09:30:00,2023-01-05 13:30:00,2022-2024 (blind test)
2023-01-06,Friday,13,10,0,3,2,11,15.4,23.58,99191.04,3,2023-01-06 09:45:00,2023-01-06 15:30:00,2022-2024 (blind test)
2023-01-09,Monday,11,6,1,4,4,7,36.4,563.76,99754.80,3,2023-01-09 09:45:00,2023-01-09 15:30:00,2022-2024 (blind test)
2023-01-10,Tuesday,6,3,1,2,2,4,33.3,576.96,100331.76,3,2023-01-10 09:30:00,2023-01-10 14:30:00,2022-2024 (blind test)
2023-01-11,Wednesday,9,7,0,2,2,7,22.2,-328.56,100003.20,3,2023-01-11 09:30:00,2023-01-11 15:30:00,2022-2024 (blind test)
2023-01-12,Thursday,5,2,0,3,1,4,20.0,168.30,100171.50,3,2023-01-12 09:30:00,2023-01-12 12:30:00,2022-2024 (blind test)
2023-01-13,Friday,6,4,0,2,1,5,16.7,63.96,100235.46,3,2023-01-13 09:30:00,2023-01-13 15:30:00,2022-2024 (blind test)
2023-01-16,Monday,2,2,0,0,1,1,50.0,-45.18,100190.28,3,2023-01-16 09:30:00,2023-01-16 10:00:00,2022-2024 (blind test)
2023-01-17,Tuesday,5,2,0,3,1,4,20.0,168.30,100358.58,3,2023-01-17 10:00:00,2023-01-17 11:45:00,2022-2024 (blind test)
2023-01-18,Wednesday,8,6,0,2,2,6,25.0,545.28,100903.86,3,2023-01-18 09:45:00,2023-01-18 15:45:00,2022-2024 (blind test)
2023-01-19,Thursday,10,6,1,3,1,9,10.0,-749.40,100154.46,3,2023-01-19 09:45:00,2023-01-19 14:30:00,2022-2024 (blind test)
2023-01-20,Friday,13,8,1,4,2,11,15.4,-297.42,99857.04,3,2023-01-20 09:30:00,2023-01-20 15:15:00,2022-2024 (blind test)
2023-01-23,Monday,11,7,0,4,3,8,27.3,649.26,100506.30,3,2023-01-23 09:30:00,2023-01-23 15:15:00,2022-2024 (blind test)
